,firstName,lastName,age,sex,Vehicle_Make,Vehicle_Model,Vehicle_Year,Vehicle_Type,iban,credit_card_number,credit_card_security_code,credit_card_start_date,credit_card_end_date,address_main,address_city,address_postcode,debt,retired,dependants,marital_status,salary,pension,company,commute_distance,sn
783,Paul,Jones,19,Male,Toyota,Sierra (Classic) 2500 Crew Cab,1994,Pickup,GB49VHGB14920726984289,6580632127173180,902,10/21,01/24,Flat 82z Sharon square,Williamsmouth,B74 2TR,0,False,1.0,single,64004,0,Morgan Ltd,15.38,SN784
784,Wendy,Jones,50,Female,BMW,Sonata Plug-in Hybrid,2012,Pickup,GB35OBMB47421242456721,3547445236697174,825,07/19,08/20,64 Max motorway,Kimtown,G05 3XL,0,False,1.0,married or civil partner,83347,0,"Frost, Davies and Morrison",18.26,SN785
785,Fiona,Cox,79,Female,Volkswagen,2500 HD Extended Cab,2001,Van/Minivan,GB75XTXP76423865123288,30401407789050,609,08/21,05/25,330 Charles isle,West Kimton,KW3V 9BF,15280.84,False,1.0,married or civil partner,25229,0,Hayes and Sons,7.8,SN786
786,John,Taylor,63,Male,Chevrolet,Escalade EXT,1992,Van/Minivan,GB42CAUR95336964422371,4079116160342,331,10/16,08/17,4 Webb turnpike,West Donaldchester,G3 5ZA,0,False,1.0,married or civil partner,36383,0,"Bell, Smith and Mitchell",10.37,SN787
787,Joanne,Smith,77,Female,Dodge,Avenger,2004,Sedan,GB61MFLZ28399961224494,4591462966743394,115,06/15,09/18,38 Kelly spring,Elaineton,W3 7ZW,0,True,1.0,single,31055,34454,None,0.0,SN788
788,Abigail,Richardson,60,Female,Toyota,Grand Caravan Passenger,2007,Sedan,GB93HDDN99839847681775,4144189218167278,162,05/16,06/19,2 Victoria well,Butlershire,BB8W 7RX,11566.64,False,4.0,married or civil partner,25510,0,"Williamson, Rice and Potter",7.87,SN789
789,Bryan,Watson,83,Male,Volkswagen,Escalade ESV,1999,Pickup,GB56LIZP98291824553067,3534184612951039,899,06/16,07/28,66 Christine plain,Swiftbury,CH66 2JG,0,True,3.0,married or civil partner,53345,32547,None,0.0,SN790
790,Timothy,Davies,25,Male,Chrysler,RSX,2006,Van/Minivan,GB61ZPKR64887531356912,3584755445847160,769,10/13,03/20,Studio 40X Charlotte fork,Johnsonstad,TA0Y 5XT,0,False,3.0,single,94917,0,Brown-Holland,19.82,SN791
791,Christian,Smith,29,Male,BMW,Navigator L,1996,Sedan,GB23SOOP41333317133558,3526016688826176,2574,10/17,08/29,Flat 9 Fiona dam,New Stanleybury,B2 2FX,0,False,1.0,widowed,44317,0,"Banks, Woodward and Yates",11.96,SN792
792,Wendy,Webb,21,Female,Lincoln,Club Wagon,2000,Coupe,GB09GGKY72794329207152,180030193280301,9484,08/18,09/26,Studio 0 Glen hollow,Garethland,L09 8PQ,0,False,2.0,married or civil partner,95968,0,James-Hughes,19.96,SN793
793,Charlene,Chapman,18,Female,Subaru,Silverado 3500 HD Regular Cab,2006,SUV,GB59NPJI43199469188539,36981111741384,820,03/14,11/14,Studio 0 Jack road,New Kimberley,M30 3TX,0,False,3.0,widowed,38473,0,Daniels-Fletcher,10.8,SN794
794,Gail,Moore,71,Female,Nissan,Wrangler,1995,SUV,GB29ZFWA82965941981494,36625706994425,2549,01/13,10/26,53 Charlie groves,Tonyland,W2G 1WW,0,False,3.0,single,87459,0,Morris Inc,18.83,SN795
795,Rosemary,Cross,44,Female,Ford,62,2008,Pickup,GB73QNMH54298691735662,5327157059638570,770,10/19,12/19,Flat 03 Alice islands,Wilsonberg,N6 6DB,0,False,2.0,married or civil partner,52776,0,Burton Ltd,13.51,SN796
796,Charlotte,Reeves,72,Female,Ford,Prowler,2012,SUV,GB82WJGH13566514725941,30244592933137,54,03/15,12/16,279 Gregory meadow,East Joanne,B4F 4YQ,0,True,2.0,married or civil partner,95234,45168,None,0.0,SN797
797,Melanie,Conway,31,Female,Lexus,Clubman,2014,SUV,GB20YIGW37209746143156,4972545245667677184,578,12/14,03/23,Flat 39l Lorraine fork,North Mary,N8C 5QY,16403.72,False,3.0,married or civil partner,34471,0,Hussain-Bailey,9.96,SN798
798,Martyn,Clark,50,Male,Dodge,RDX,1995,Coupe,GB18MDYP67457602141313,4639018559519023,50,02/14,10/24,028 Dawn views,Port Joanneburgh,M98 2GD,0,False,2.0,single,84752,0,"Atkins, Patel and Marshall",18.45,SN799
799,Bethan,Edwards,54,Female,Mitsubishi,SC,2011,"Coupe, Sedan, Convertible",GB47PKZQ85626460298430,340248812784837,522,06/13,07/27,52 Palmer hollow,Hillside,W23 7DX,0,False,2.0,single,61770,0,Harris-Bolton,15.02,SN800
800,Julia,Palmer,64,Female,Mercedes-Benz,Seville,2011,"Coupe, Convertible",GB09CYDL57766194559184,4896804241094285312,991,10/20,04/25,00 Sam plains,Stewartview,DN02 2RB,19754.65,False,2.0,married or civil partner,88715,0,"Smith, Scott and Gardner",19.0,SN801
801,Joel,Perry,38,Male,Oldsmobile,Equinox,2003,SUV,GB04RVZM63648556744676,4697287765922441,856,05/16,09/29,16 Frances causeway,Lake Aaron,S35 1SF,0,False,2.0,married or civil partner,76959,0,"Jones, Harris and Perkins",17.35,SN802
802,Cameron,Turner,50,Male,Aston Martin,MKT,1994,Sedan,GB54XCWM76603266514820,2700527337588603,20,01/15,10/25,Studio 0 Murray neck,West Ashley,DD8 2PF,0,False,1.0,divorced,55433,0,Graham and Sons,13.97,SN803
803,Nigel,Vaughan,63,Male,Cadillac,2500 Regular Cab,1992,Sedan,GB64QUIC70517389731354,180009854279786,25,01/19,01/21,914 Thompson camp,Edwardschester,AB3 9WE,15822.29,False,2.0,married or civil partner,79551,0,Rhodes Ltd,17.72,SN804
804,Roy,Todd,27,Male,Ford,Z3,1993,SUV,GB80OYAN90978957303193,2284001798866746,134,05/17,01/21,4 Peters islands,Rogersborough,PO8 3YW,0,False,1.0,single,56659,0,O'Brien and Sons,14.18,SN805
805,Mary,Alexander,27,Female,Ferrari,CR-V,2014,Pickup,GB28LQZJ74208380312040,4446674821377,2277,05/21,02/25,57 Parry streets,East Craigville,ZE5 2LP,0,False,5.0,widowed,94548,0,Morris Ltd,19.77,SN806
806,Reece,Brown,76,Male,GMC,Montego,2016,Van/Minivan,GB79NPNY11950106466278,4485673613549187,139,12/16,03/30,Flat 1 Kenneth stravenue,Wardstad,HD3E 5JY,0,True,2.0,married or civil partner,26799,27662,None,0.0,SN807
807,Alan,Price,58,Male,Chevrolet,Dakota Club Cab,2004,Wagon,GB08EYVR37196790593144,180053560609316,835,09/16,07/29,Flat 97n Joseph crossing,Lake Nicola,BL53 3AR,0,False,2.0,married or civil partner,76779,0,Smith-Butler,17.32,SN808
808,Donna,Cooper,55,Female,Chevrolet,Envoy,2017,Sedan,GB10KQDZ61902425438754,4156950976080101,604,11/13,10/24,Studio 46R Anderson squares,New Mandy,PL9N 6AN,0,False,2.0,married or civil partner,82815,0,Clements Inc,18.18,SN809
809,Joan,Pearson,56,Female,Freightliner,Aventador,2016,SUV,GB95GDLY09920521200752,4347757610812,157,05/15,09/30,Studio 26g Samantha point,Howeport,DH99 4XD,0,False,4.0,single,42314,0,Lewis-Powell,11.57,SN810
810,Carole,Gardner,63,Female,MAZDA,Sienna,2006,Pickup,GB21FEOJ13210876220136,5531617064960774,932,03/18,09/18,62 Eric lock,Edwardshaven,HU36 0EL,0,False,2.0,married or civil partner,98065,0,Wong-Johnson,20.23,SN811
811,Amelia,Bailey,51,Female,GMC,Vision,2006,Van/Minivan,GB86CIAS68013795727912,2277660823237980,566,03/21,11/30,0 May walk,Port Marion,LA4Y 7GZ,0,False,2.0,single,67653,0,"Jackson, Dawson and Kent",15.96,SN812
812,Victoria,Jones,84,Female,Chevrolet,Fiesta,2016,Convertible,GB40TXHG87000038110656,372973563296522,841,04/18,03/30,576 Burgess dale,West Charliefurt,E7H 1TQ,0,True,2.0,single,87517,20149,None,0.0,SN813
813,Ann,Miles,75,Female,Lexus,Express 2500 Cargo,2018,SUV,GB41ZPKA85017838898625,4566260330197805,598,07/16,05/18,Flat 0 Gemma forges,Evansport,RG9W 9SS,0,False,2.0,married or civil partner,55727,0,"Ellis, Francis and Stokes",14.02,SN814
814,Katy,Brown,46,Female,Ford,Tracer,2010,Van/Minivan,GB15BBPZ97244776673622,30216575118308,442,07/21,04/27,80 Green walk,Josephineshire,L6U 5EL,"{'amount': '19892.51', 'time_period_years': 0}",False,2.0,single,26977,0,Collins Group,8.23,SN815
815,Gregory,Wyatt,26,Male,BMW,Safari Passenger,1997,SUV,GB92DJWB11504589483284,3584928072157696,9323,01/21,06/29,Flat 56 Gilbert harbor,New Garry,TS5M 7AF,0,False,2.0,married or civil partner,81671,0,"Kennedy, Lynch and Gibson",18.02,SN816
816,Jay,Taylor,42,Male,Ford,Rabbit,2006,SUV,GB41UNZA39730251677678,3573139954496292,834,07/19,11/21,Flat 87E Slater lights,Wilsonshire,L28 0RS,0,False,2.0,single,83518,0,"Francis, Taylor and Hewitt",18.28,SN817
817,Frank,Smith,67,Male,Nissan,E-PACE,1996,"Sedan, Hatchback, Coupe",GB56JEAA00300327766472,2274636863653537,647,02/13,09/18,Studio 24 Carpenter trace,Kathleenberg,HP7 1ZH,0,False,2.0,married or civil partner,29423,0,John Ltd,8.82,SN818
818,Mary,Glover,39,Female,Audi,Frontier Crew Cab,2019,Pickup,GB08CVUR56682174522258,3532675886988773,826,05/17,10/17,Flat 03G Valerie loop,Robinsonfort,PR43 9SX,"{'amount': '818.23', 'time_period_years': 1}",False,3.0,single,17823,0,"Smith, Saunders and Wilson",5.76,SN819
819,Daniel,Rowley,82,Male,Lexus,Sierra 3500 HD Extended Cab,2014,SUV,GB51LBOL97942921312594,372422897473621,489,07/17,09/26,Studio 20 Lee trafficway,North Alan,RH2 4BD,0,True,2.0,married or civil partner,69655,32436,None,0.0,SN820
820,Aaron,Thomas,32,Male,Ford,QX80,2002,Sedan,GB62LUUJ66554564649294,30518213759025,995,12/18,07/22,1 Bryan vista,Darrentown,EH7 9ZQ,0,False,2.0,married or civil partner,40932,0,Farmer and Sons,11.3,SN821
821,Clare,Smith,77,Female,Hyundai,Tahoe,2016,Coupe,GB72UYNK01645388724103,630406699391,824,01/21,05/21,04 Brown hill,South Mandy,S9T 3BP,3952.18,True,3.0,married or civil partner,54474,19438,None,0.0,SN822
822,Rosemary,Dean,77,Female,Ford,4 Series,1994,Sedan,GB42WUWI29471533052016,3505013757821530,58,09/14,10/15,Studio 0 Connor unions,Davidport,AL37 7DP,10439.80,True,1.0,married or civil partner,37402,8427,None,0.0,SN823
823,Victoria,Hall,21,Female,Ford,Astro Cargo,2007,Wagon,GB09CKLN26063229125234,6011101561079617,586,06/19,12/21,Flat 79m Jackson grove,South Jennifer,PR0 5WQ,0,False,2.0,married or civil partner,41525,0,"Dawson, Ward and Adams",11.42,SN824
824,Gerard,Thomas,57,Male,Chevrolet,SX4,1996,SUV,GB28SLIT25442268082745,4572858530342345,592,10/13,03/25,Studio 1 Kemp walk,South Emma,G23 8US,0,False,2.0,widowed,42881,0,Lloyd-Barber,11.68,SN825
825,Lindsey,Coles,64,Female,Toyota,Range Rover,2002,SUV,GB50ZNLO46590399496204,676381760484,631,12/16,02/33,Studio 9 Pritchard islands,West Charlotte,DL2 0HS,"{'amount': '2815.83', 'time_period_years': 4}",False,2.0,married or civil partner,21079,0,Thomas-Stanley,6.7,SN826
826,Graeme,Jones,55,Male,Chevrolet,Tacoma Xtracab,1993,Pickup,GB75MKMI83101707688374,3526577640157968,219,05/13,12/18,Studio 2 Smith knoll,Rowefort,G1 4FZ,0,False,2.0,single,92747,0,Williams Ltd,19.54,SN827
827,Lucy,Wilson,49,Female,Suzuki,Escalade,2007,SUV,GB92CJAF57516259017351,30392301851379,488,07/21,10/29,Studio 0 Sean highway,East Joshburgh,HG4 4TU,0,False,3.0,married or civil partner,49406,0,"Griffiths, Shepherd and Wilson",12.91,SN828
828,Chloe,Schofield,74,Female,GMC,Tundra Regular Cab,2009,SUV,GB58XDYU70201911137893,4967377594805,431,02/20,04/25,Flat 50x Christine canyon,Evansmouth,CF37 5BS,0,True,3.0,widowed,61339,27377,None,0.0,SN829
829,Geoffrey,Davies,88,Male,BMW,Civic,2001,Sedan,GB88EVYO01860330324792,379852760979853,398,12/15,04/24,347 Rita extension,North Maurice,BD9 7DU,0,True,4.0,divorced,69916,22500,None,0.0,SN830
830,Emily,Roberts,47,Female,Volkswagen,Discovery,2013,SUV,GB94UISS44509752097795,4284597476243047,227,10/13,05/26,Studio 3 Chelsea lakes,Turnbullbury,B95 3TF,0,False,2.0,married or civil partner,69687,0,Robertson Ltd,16.27,SN831
831,Kevin,Jones,79,Male,Honda,Transit 350 Van,2012,Pickup,GB02KOZV01625447891680,5365278991087644,121,09/17,12/28,Flat 45U Douglas underpass,Tomlinsonshire,S3 6JL,0,True,2.0,divorced,24167,24546,None,0.0,SN832
832,Anne,Burns,75,Female,Lincoln,Ranger SuperCab,2000,Sedan,GB64DWTB21459334990670,379877145996090,378,08/17,05/19,46 Matthew alley,West Allan,SN26 9EN,0,True,2.0,married or civil partner,80584,25911,None,0.0,SN833
833,Karen,Mitchell,80,Female,GMC,S90,2017,Hatchback,GB79JQRX48842004556707,213138681141306,899,05/13,01/28,Flat 79R Harris bypass,South Liam,E34 2NT,0,True,4.0,married or civil partner,38253,29327,None,0.0,SN834
834,Lewis,Robinson,89,Male,Mitsubishi,Encore,2004,Sedan,GB50WHON56758780971824,2714000692560108,44,08/18,02/19,Flat 02u Paige overpass,South Jenniferville,WA05 7GR,0,True,5.0,single,21172,33759,None,0.0,SN835
835,Raymond,Marshall,49,Male,Hyundai,ZDX,2014,Sedan,GB20EFVM17171140897427,503876843890,548,05/16,01/28,143 Cole dale,New Barrymouth,HR4X 8ZR,0,False,1.0,single,77200,0,"Thomas, Allen and Singh",17.39,SN836
836,Gary,Thomas,57,Male,FIAT,F150 SuperCrew Cab,2015,Van/Minivan,GB31QZBC13608691170930,3536186679580864,15,12/19,12/20,24 Frank center,Hallburgh,DH6A 5WZ,0,False,2.0,married or civil partner,24623,0,"Marsden, Murphy and Khan",7.64,SN837
837,Lynn,Doyle,30,Female,MAZDA,Optima Hybrid,2011,Sedan,GB93CMJG98739890013454,3564782082216297,125,02/19,03/24,32 Alexandra valleys,North Alisonshire,G5U 2FR,0,False,3.0,single,88829,0,Bell-Hardy,19.01,SN838
838,Conor,Nelson,64,Male,Buick,Suburban 1500,2020,"Coupe, Convertible",GB57UXKP92819135015170,370396193994120,86,01/19,07/20,832 Wright trace,Dixonland,SE55 3AT,0,False,2.168711656441718,single,46411,0,"Walker, Robinson and Garner",12.36,SN839
839,Lauren,Collins,40,Female,BMW,Silverado 2500 HD Crew Cab,2019,SUV,GB69FDBS07428322577900,5106475245290719,399,03/13,07/20,92 Marie camp,South Paulshire,CR3M 9SR,17933.47,False,2.0,married or civil partner,18652,0,"Powell, Price and Pearce",6.0,SN840
840,Marian,Clarke,65,Female,Chevrolet,G-Class,1997,Wagon,GB14QDWU06988751321454,213157195799979,204,03/20,04/30,Flat 26 Joshua ford,North Edward,HD8 5UT,0,False,2.0,divorced,93550,0,Taylor Group,19.64,SN841
841,Craig,Wilson,91,Male,Audi,Aventador,2019,Van/Minivan,GB90WCAW24057979871818,4781091689958242304,289,11/16,03/23,297 Henry lights,West Jordan,B50 3AQ,0,True,3.0,single,65284,16108,None,0.0,SN842
842,Leonard,Shaw,68,Male,Chevrolet,Legacy,2018,Sedan,GB88BTYP91655137559700,2332316439698627,393,03/17,05/20,Flat 7 Moore mountain,Port Kim,FY34 0UL,"{'amount': '4595.89', 'time_period_years': 2}",False,2.0,married or civil partner,74031,0,"Thornton, Holloway and Thomas",16.92,SN843
843,Grace,Johnson,49,Female,Plymouth,XC70,2012,SUV,GB54ZHAB24383082188329,3526554553695847,241,06/18,01/22,Flat 83 Marc lodge,Barbaraberg,G7K 5LE,0,False,3.0,single,49782,0,"Hamilton, Ferguson and Talbot",12.98,SN844
844,Bethany,Hamilton,90,Female,Chevrolet,Laser,2011,"Sedan, Wagon",GB04UZXG29109988264607,4100165460592043,8732,10/20,04/28,73 Green course,Lake Sara,S5 5YX,0,True,2.0,widowed,57889,911,None,0.0,SN845
845,Geraldine,Taylor,44,Female,Toyota,Impala,2006,SUV,GB39MOWF34972705405597,3559259387379044,240,11/21,11/29,Flat 8 Carolyn squares,West Malcolmburgh,ZE1X 6GE,0,False,2.0,married or civil partner,97623,0,Brown-Baxter,20.17,SN846
846,Glen,Hart,54,Male,Saturn,NSX,2011,SUV,GB10WDHN94363028383301,4519176149958,157,01/18,06/30,167 Mason ferry,South Joanne,BA0 6HG,0,False,2.0,married or civil partner,37293,0,Johnson-Watts,10.56,SN847
847,Molly,McCarthy,50,Female,Dodge,XTS,1993,Van/Minivan,GB55YVGF62333118568532,30448656047664,948,12/15,04/20,Flat 93 Gavin highway,O'Donnellshire,W0 7WE,0,False,1.0,married or civil partner,21094,0,"Rowe, Wong and Chapman",6.7,SN848
848,Mohammad,Armstrong,27,Male,Cadillac,Silverado 1500 Regular Cab,2020,Sedan,GB98LMVG66697212164150,2269198923274975,556,12/18,02/21,Flat 81M Warren islands,West Nicola,L74 1EW,0,False,1.0,married or civil partner,65823,0,Jennings PLC,15.67,SN849
849,Louis,Jones,77,Male,Ford,CC,2017,SUV,GB86EFNB48796791889824,2275932059413086,194,10/21,01/29,0 Janet courts,Port Conor,G76 6RH,0,True,5.0,single,37244,26227,None,0.0,SN850
850,Natalie,Parsons,73,Female,Audi,Ram 3500 Regular Cab,2010,"Coupe, Convertible",GB17XLGZ84744635891808,4046071484190557,9062,05/15,10/18,Flat 44Q Ruth freeway,Parryland,B65 5UN,0,True,1.0,single,79136,24373,None,0.0,SN851
851,Cameron,Curtis,24,Male,Ford,Firebird,2018,SUV,GB73IGQO84455796997789,4941408928040558,612,07/13,08/22,Flat 8 Gibson terrace,North Frank,BL9Y 6AT,0,False,1.0,single,46897,0,"Wright, Bibi and Taylor",12.45,SN852
852,Beth,Pritchard,18,Female,Kia,A4,2001,Van/Minivan,GB61SZKD23026931463644,4542108841904251,911,12/16,03/29,Studio 71 Russell mountains,East Jean,G4 2TD,0,False,2.0,married or civil partner,39152,0,"Bailey, Ali and Jones",10.94,SN853
853,Lee,Nelson,68,Male,Volvo,Savana 3500 Passenger,2015,SUV,GB24QUHI32550867131191,4244485995046740480,912,05/15,05/27,60 Dorothy hills,West Stephanie,BS5X 1FH,0,False,1.0,married or civil partner,63514,0,Wood-Gibbons,15.3,SN854
854,Julie,James,73,Female,Dodge,New Beetle,2008,"Sedan, Coupe, Hatchback",GB85GNCD56820779253318,6011291270843047,671,12/19,02/30,6 Daniel trail,South Carolyn,S3C 3UT,0,True,3.0,single,71217,21977,None,0.0,SN855
855,Helen,Harris,69,Female,Ford,B-Series Regular Cab,2019,"Sedan, Coupe",GB88CXSO72255490632033,4705383164004996,172,12/15,06/21,87 Louise neck,South Abigail,S78 8QF,0,False,1.0,single,30221,0,"Hutchinson, King and Vaughan",9.01,SN856
856,Eric,Taylor,83,Male,Mercedes-Benz,Savana 2500 Cargo,1994,"Wagon, Sedan",GB34QEOJ53944980971543,3540469719202663,695,03/16,08/25,90 Holmes junctions,Lake Chelseamouth,IG95 6LP,0,True,2.0,single,89537,24168,None,0.0,SN857
857,Teresa,Taylor,33,Female,Mercury,Express 3500 Passenger,1995,Hatchback,GB35XMPB21111928904699,2270287179246295,243,06/16,03/26,Studio 3 Bennett dam,North Owen,KT3X 4EG,15815.20,False,4.0,divorced,73960,0,"Baker, Hunt and Howell",16.91,SN858
858,Wayne,Lamb,37,Male,GMC,Caravan Passenger,2011,Sedan,GB39CJAH18830949125382,30214689005743,818,06/14,07/21,2 Beverley trace,Wardberg,BN66 0TD,16553.75,False,2.0,single,21158,0,Wright PLC,6.72,SN859
859,Damien,Bates,68,Male,Audi,X3,2007,SUV,GB35AIOQ74112220813696,3504284360833987,67,10/14,02/23,Studio 3 Collins harbors,Port Christopherfort,SE1M 4HQ,0,False,2.0,married or civil partner,83716,0,Robinson-Bennett,18.31,SN860
860,Kate,Martin,91,Female,Cadillac,QX60,2008,SUV,GB16RFFF01443056598696,3523857984848577,704,01/19,05/27,944 Ford mission,Lake Catherinetown,CH7 6DU,0,True,3.0,married or civil partner,24290,32397,None,0.0,SN861
861,Charles,Price,55,Male,Ford,RX,2015,Sedan,GB53YDBP87558206885661,4724249141049379,448,01/18,03/27,89 Marilyn fords,Port Hollie,G53 0ZD,15173.75,False,1.0,married or civil partner,85011,0,"Murphy, Brown and Adams",18.49,SN862
862,Liam,Bell,90,Male,Jeep,Ram Van 2500,2003,Coupe,GB34UWNX92304844344297,4515058956618563,869,06/17,10/19,Flat 4 Michelle orchard,East Jeffrey,L7J 1GW,0,True,1.0,single,95302,24607,None,0.0,SN863
863,Louis,Preston,36,Male,Freightliner,Nubira,2009,"Sedan, Coupe",GB90OTLL09827150094653,4984377113889309696,573,07/17,11/29,696 Slater pines,Cookeland,L30 7NY,0,False,1.0,married or civil partner,47367,0,Thomas Inc,12.53,SN864
864,Margaret,Frost,66,Female,GMC,Pilot,2003,Pickup,GB14UAXT55315274383055,639074467957,989,07/21,10/29,9 Nicole curve,Spencerton,L4S 4GA,0,False,2.0,married or civil partner,94048,0,"Harris, Murphy and Brown",19.71,SN865
865,Claire,Newton,56,Female,GMC,Cherokee,2013,Sedan,GB73DPZQ60224047444063,3586690647533805,785,06/16,09/28,0 Dunn prairie,Ashleyview,L1 0PE,0,False,2.0,single,39031,0,"Parker, Walker and Webster",10.92,SN866
866,Emily,Smith,82,Female,Audi,LX,2004,SUV,GB27BNFR43467430512263,4169885842669825,36,02/14,02/27,Flat 9 Joyce mountain,Joannaport,KW8X 2BJ,0,True,1.0,widowed,20849,27151,None,0.0,SN867
867,Rosie,Green,79,Female,MAZDA,Millenia,2015,Hatchback,GB98GPXF13855070663578,4507449237733125,8752,10/20,05/26,Flat 8 Alison terrace,Port Joyceview,GL87 6RF,18696.52,True,2.0,divorced,59642,27685,None,0.0,SN868
868,Rhys,Hobbs,56,Male,INFINITI,Range Rover,2007,Sedan,GB04AYTW04516741660538,180051842275062,563,07/21,06/26,Studio 38 Armstrong throughway,South Patrickview,N0K 9JJ,0,False,2.0,single,71115,0,"Roberts, Burgess and Bailey",16.48,SN869
869,Jayne,Watson,30,Female,Nissan,MP4-12C,2019,Pickup,GB03HVWE98618174241324,180000923162160,929,06/17,07/25,Studio 50p Lauren gardens,West Jodieton,WR10 4TZ,0,False,2.0,married or civil partner,83143,0,Lawrence-O'Donnell,18.23,SN870
870,Jean,Lewis,72,Female,Chevrolet,Canyon Extended Cab,2018,SUV,GB71MXHH41903399296380,4156535984120,804,07/20,09/24,13 Hughes canyon,Clarketon,N4 2DB,0,True,2.0,single,62102,20802,None,0.0,SN871
871,Roy,Hunt,31,Male,Chevrolet,929,2013,SUV,GB41FTDY52451519192118,570707782431,878,04/19,11/21,Studio 96 Denis streets,New Gillianstad,W3 3QG,0,False,2.0,married or civil partner,51967,0,Henderson PLC,13.37,SN872
872,Lorraine,Harrison,63,Female,Dodge,Express 3500 Cargo,2005,Hatchback,GB51PQYY44797226686076,3574084159060411,884,05/15,06/26,Flat 69x Josephine drive,Nathanton,DD4 7EB,0,False,1.0,single,25776,0,"Shaw, Wood and Warren",7.93,SN873
873,Reece,Roberts,91,Male,Jeep,Tempo,1994,Sedan,GB74PMJY07664587309638,3575626194428984,550,08/20,10/22,Studio 9 Clive harbors,North Leahfurt,B8U 5ES,0,True,1.0,married or civil partner,93367,23156,None,0.0,SN874
874,Timothy,Gardner,26,Male,GMC,Yaris,2015,SUV,GB06NWMJ97446279776109,38358567663370,752,12/15,12/17,836 Spencer hills,East Kerry,IV2 4PN,0,False,1.0,married or civil partner,56798,0,Alexander-Campbell,14.2,SN875
875,Claire,Simmons,43,Female,Kia,TL,2018,Convertible,GB78LUFI56935987822539,3589491306473582,945,09/17,02/22,Studio 16 Bates mews,Davisland,TR4P 5JN,0,False,2.0,married or civil partner,46313,0,King-Kelly,12.34,SN876
876,Alex,Gardner,64,Male,Land Rover,Blazer,2016,Pickup,GB53CSDL12991345374267,30242672976802,201,10/17,12/21,0 Atkinson oval,South Helenmouth,B5 2LS,0,False,1.0,single,62176,0,Jones Inc,15.09,SN877
877,Bruce,Johnson,45,Male,Cadillac,Diamante,2011,SUV,GB03TDEI14813525742334,503889380724,513,12/20,11/23,Studio 18d Jordan avenue,Martinbury,B6 5UW,0,False,4.0,married or civil partner,33692,0,"Hughes, Lewis and Quinn",9.79,SN878
878,Beverley,Brennan,58,Female,BMW,Mirai,2001,SUV,GB36BGQU67527842046663,4699754983562,231,05/16,03/24,Studio 92 Beth heights,Wilsonhaven,KW44 1RZ,0,False,3.0,married or civil partner,17285,0,"Browne, Fry and Collins",5.59,SN879
879,Jayne,Woodward,45,Female,Kia,Protege,2005,Sedan,GB49ZBBX37137044518699,639003998262,600,04/14,10/21,141 Wendy locks,Prestonfurt,BH4P 8UJ,0,False,4.0,married or civil partner,60856,0,Godfrey-Smith,14.87,SN880
880,Wayne,Barnes,34,Male,GMC,Sonic,2005,"Sedan, Wagon",GB13AVGS62544767525963,379679296813615,726,06/14,01/30,715 Daly cliffs,West Patricktown,W62 1EL,0,False,2.0,single,86495,0,Benson-Coleman,18.69,SN881
881,Stuart,James,69,Male,Ford,Suburban,1996,Sedan,GB96CLQC25994138493278,676129517493,260,06/16,02/21,1 Katherine ferry,Lake Cherylberg,SS72 0FA,0,True,3.0,married or civil partner,38456,15957,None,0.0,SN882
882,Amy,Carter,21,Female,INFINITI,A3,2011,SUV,GB94RQAR03833403897917,2297860956992593,470,02/15,01/28,Flat 86 Joan canyon,Matthewfort,PR4E 1RG,0,False,3.0,single,88819,0,Burton and Sons,19.01,SN883
883,Benjamin,Hunter,39,Male,Acura,Cutlass Supreme,2015,SUV,GB18KDVR34539190972824,6011575500430496,4831,05/13,02/15,97 Yates pike,New Leslieport,OX7 1EP,0,False,2.0,single,84142,0,Butler LLC,18.37,SN884
884,Mark,Ellis,23,Male,BMW,Sonoma Crew Cab,2017,SUV,GB97ODAZ03790294281256,6532735769141958,28,05/18,10/23,Flat 00 Williams meadows,Joshuastad,GU46 1SE,0,False,2.0,married or civil partner,59210,0,Kelly-Thomas,14.6,SN885
885,Harry,Sinclair,34,Male,Mercedes-Benz,F150 Regular Cab,2001,Pickup,GB32JSGP53870681291844,639035543128,322,08/14,03/19,80 Walker pine,Holmesstad,N2S 9TZ,0,False,2.0,married or civil partner,58087,0,Scott-Evans,14.42,SN886
886,Kayleigh,Grant,50,Female,Chevrolet,Golf,2017,Sedan,GB25FOTD83720699348136,4583240811562320,964,06/21,07/25,Studio 09l Brooks drive,Robertsshire,G3H 2AD,1492.49,False,2.0,married or civil partner,36141,0,Slater LLC,10.32,SN887
887,Hollie,Williams,33,Female,Chevrolet,RL,1994,Pickup,GB74JUWT20651011545327,3517062632890521,9823,02/18,02/28,34 Mohammed burgs,Michaelton,W4J 6HZ,0,False,2.0,widowed,56049,0,"Wright, Harrison and Coles",14.07,SN888
888,Jonathan,Griffiths,50,Male,Volvo,Equus,2015,SUV,GB90VHTA74592004286339,6011908645379718,917,02/17,11/23,Flat 76 Brooks passage,Reidview,N6 7UX,"{'amount': '17697.44', 'time_period_years': 4}",False,2.0,married or civil partner,58564,0,"Whitehouse, Jackson and Baldwin",14.5,SN889
889,Vincent,Wilkinson,29,Male,Acura,F350 Super Duty Crew Cab,2003,Sedan,GB25HYQC00205222818960,6011081881998722,786,07/21,12/28,72 Howell plaza,North Francesca,HG88 1SP,0,False,2.0,widowed,54597,0,Gilbert-Parkinson,13.83,SN890
